word1,word2,weight,weight_alpha,weight_beta,curvature
expansion,free,6,3,3,-0.888889
entropy,generate,6,6,0,-0.944056
increase,measurable,6,6,0,-0.904762
landauers,principle,6,6,0,-0.818182
cost,thermodynamic,6,6,0,-0.684211
k_b,ln2,6,3,3,-0.8
law,violation,6,6,0,-0.821429
demon,information,6,3,3,-0.940299
molecular,velocities,6,6,0,-0.724138
entropy,equal,6,6,0,-0.944056
information,law,6,6,0,-0.916667
radiation,stellar,6,3,3,-0.939394
loschmidt,paradox,6,3,3,-0.846154
exists,trajectory,6,6,0,-0.647059
time-reversed,trajectory,6,6,0,-0.555556
assumes,molecular,6,6,0,-0.84
symmetry,time-reversal,6,3,3,-0.826087
finite,system,6,6,0,-0.890909
coherence,quantum,6,3,3,-0.939394
entropy,shannons,6,6,0,-0.94702
entropy,equals,6,6,0,-0.922581
sum,times,6,6,0,-0.85
p_i,times,6,6,0,-0.85
biological,connection,6,6,0,-0.84
bekenstein-hawking,entropy,6,3,3,-0.971429
cubed,times,6,6,0,-0.85
divided,times,6,6,0,-0.666667
hbar,times,6,6,0,-0.818182
erasure,information,6,3,3,-0.932203
entropy,production,6,0,6,-0.985507
landauer,principle,6,0,6,-1.0
boltzmann,brain,6,0,6,-1.0
claim,well-defined,3,3,0,-0.99835
precise,well-defined,3,3,0,-0.692308
conditions,well-defined,3,3,0,-0.992337
conditions,precise,3,3,0,-0.988701
inertial,precise,3,3,0,-0.928571
conditions,inertial,3,3,0,-0.988827
conditions,reference,3,3,0,-0.992439
designates,reference,3,3,0,-0.666667
frame,frame,3,3,0,0.0
accelerating,designates,3,3,0,-0.666667
accelerating,frame,3,3,0,-0.8
frame,rotating,3,3,0,-0.866667
accelerating,rotating,3,3,0,-0.333333
accelerating,requires,3,3,0,-0.996234
requires,rotating,3,3,0,-0.992467
careful,rotating,3,3,0,-0.992126
distinction,requires,3,3,0,-0.985158
careful,distinction,3,3,0,-0.969466
careful,non-inertial,3,3,0,-0.992157
distinction,non-inertial,3,3,0,-0.733333
distinction,frames,3,3,0,-0.933333
frames,non-inertial,3,3,0,-0.826087
fictitious,non-inertial,3,3,0,-0.714286
fictitious,frames,3,3,0,-0.818182
forces,frames,3,3,0,-0.909091
fictitious,forces,3,3,0,-0.333333
appear,fictitious,3,3,0,-0.666667
appear,forces,3,3,0,-0.333333
forces,standard,3,3,0,-0.992593
appear,standard,3,3,0,-0.985185
appear,formulation,3,3,0,-0.8
formulation,standard,3,3,0,-0.985401
maxwells,standard,3,3,0,-0.992908
formulation,maxwells,3,3,0,-0.818182
equations,formulation,3,3,0,-0.925926
breaks,maxwells,3,3,0,-0.818182
breaks,equations,3,3,0,-0.851852
down,equations,3,3,0,-0.913043
breaks,down,3,3,0,-0.6
breaks,invariance,3,3,0,-0.956522
down,invariance,3,3,0,-0.904762
down,speed,3,3,0,-0.941176
invariance,speed,3,3,0,-0.828571
invariance,light,3,3,0,-0.904762
light,vacuum,3,3,0,-0.850746
light,merely,3,3,0,-0.935484
merely,vacuum,3,3,0,-0.88
convenient,vacuum,3,3,0,-0.956522
convenient,merely,3,3,0,-0.6
empirical,merely,3,3,0,-0.993711
convenient,empirical,3,3,0,-0.987261
convenient,generalization,3,3,0,-0.666667
empirical,generalization,3,3,0,-0.980892
generalization,necessary,3,3,0,-0.950617
consequence,generalization,3,3,0,-0.714286
necessary,symmetry,3,3,0,-0.977011
consequence,symmetry,3,3,0,-0.8
consequence,structure,3,3,0,-0.968254
structure,symmetry,3,3,0,-0.934426
maxwells,symmetry,3,3,0,-0.833333
maxwells,structure,3,3,0,-0.910448
equations,structure,3,3,0,-0.972222
maxwells,predict,3,3,0,-0.947368
equations,predict,3,3,0,-0.860465
electromagnetic,equations,3,3,0,-0.862069
electromagnetic,predict,3,3,0,-0.875
predict,wave,3,3,0,-0.942857
electromagnetic,wave,3,3,0,-0.809524
propagation,wave,3,3,0,-0.857143
speed,wave,3,3,0,-0.906977
determined,propagation,3,3,0,-0.925926
determined,speed,3,3,0,-0.904762
permittivity,speed,3,3,0,-0.885714
determined,permittivity,3,3,0,-0.733333
determined,epsilon_zero,3,3,0,-0.909091
epsilon_zero,permittivity,3,3,0,-0.733333
permeability,permittivity,3,3,0,-0.428571
epsilon_zero,permeability,3,3,0,-0.714286
mu_zero,permeability,3,3,0,-0.636364
permeability,vacuum,3,3,0,-0.913043
mu_zero,vacuum,3,3,0,-0.921569
equals,mu_zero,3,3,0,-0.851852
equals,vacuum,3,3,0,-0.935484
divided,vacuum,3,3,0,-0.962963
equals,square,3,3,0,-0.909091
divided,square,3,3,0,-0.571429
divided,root,3,3,0,-0.571429
root,square,3,3,0,-0.333333
epsilon_zero,square,3,3,0,-0.714286
epsilon_zero,root,3,3,0,-0.571429
root,times,3,3,0,-0.857143
epsilon_zero,times,3,3,0,-0.8
mu_zero,times,3,3,0,-0.829787
logical,times,3,3,0,-0.929412
logical,mu_zero,3,3,0,-0.925926
mu_zero,relationship,3,3,0,-0.866667
logical,relationship,3,3,0,-0.924528
leads,logical,3,3,0,-0.977077
leads,relationship,3,3,0,-0.987097
relationship,result,3,3,0,-0.935484
leads,result,3,3,0,-0.981651
frame-independent,leads,3,3,0,-0.993464
frame-independent,result,3,3,0,-0.851852
maxwells,result,3,3,0,-0.948718
frame-independent,maxwells,3,3,0,-0.777778
equations,frame-independent,3,3,0,-0.913043
lorentz-covariant,maxwells,3,3,0,-0.888889
equations,lorentz-covariant,3,3,0,-0.826087
equations,meaning,3,3,0,-0.913043
lorentz-covariant,meaning,3,3,0,-0.333333
lorentz-covariant,retain,3,3,0,-0.666667
meaning,retain,3,3,0,-0.333333
mathematical,meaning,3,3,0,-0.857143
mathematical,retain,3,3,0,-0.714286
form,retain,3,3,0,-0.8
lorentz,mathematical,3,3,0,-0.933333
form,lorentz,3,3,0,-0.846154
form,transformation,3,3,0,-0.866667
itself,lorentz,3,3,0,-0.944444
itself,transformation,3,3,0,-0.84
defined,transformation,3,3,0,-0.948718
defined,itself,3,3,0,-0.916667
itself,precisely,3,3,0,-0.928571
defined,precisely,3,3,0,-0.904762
defined,preserve,3,3,0,-0.941176
precisely,preserve,3,3,0,-0.714286
precisely,wave,3,3,0,-0.913043
preserve,wave,3,3,0,-0.733333
equation,preserve,3,3,0,-0.882353
thereby,wave,3,3,0,-0.927273
equation,thereby,3,3,0,-0.929825
invariance,thereby,3,3,0,-0.902439
necessary,thereby,3,3,0,-0.900826
invariance,necessary,3,3,0,-0.931624
contingent,invariance,3,3,0,-0.952381
contingent,necessary,3,3,0,-0.950617
feature,necessary,3,3,0,-0.976471
contingent,feature,3,3,0,-0.6
contingent,electrodynamic,3,3,0,-0.777778
electrodynamic,feature,3,3,0,-0.692308
feature,theory,3,3,0,-0.965517
deviation,electrodynamic,3,3,0,-0.846154
deviation,theory,3,3,0,-0.896552
require,theory,3,3,0,-0.935484
deviation,require,3,3,0,-0.777778
deviation,field,3,3,0,-0.866667
field,require,3,3,0,-0.823529
equations,require,3,3,0,-0.935484
equations,field,3,3,0,-0.860465
acquire,field,3,3,0,-0.933333
acquire,equations,3,3,0,-0.851852
equations,frame-dependent,3,3,0,-0.925926
acquire,frame-dependent,3,3,0,-0.714286
acquire,coefficients,3,3,0,-0.8
coefficients,frame-dependent,3,3,0,-0.6
frame-dependent,violate,3,3,0,-0.777778
coefficients,violate,3,3,0,-0.714286
coefficients,principle,3,3,0,-0.952381
principle,violate,3,3,0,-0.88
relativity,violate,3,3,0,-0.933333
principle,relativity,3,3,0,-0.896552
lead,principle,3,3,0,-0.992908
lead,relativity,3,3,0,-0.984733
internal,relativity,3,3,0,-0.923077
internal,lead,3,3,0,-0.984
inconsistency,lead,3,3,0,-0.992
inconsistency,internal,3,3,0,-0.714286
internal,qualifier,3,3,0,-0.909091
inconsistency,qualifier,3,3,0,-0.818182
inconsistency,vacuum,3,3,0,-0.92
qualifier,vacuum,3,3,0,-0.896552
necessary,vacuum,3,3,0,-0.950413
boundary,vacuum,3,3,0,-0.989726
boundary,light,3,3,0,-0.99292
condition,light,3,3,0,-0.95122
condition,traveling,3,3,0,-0.967213
light,traveling,3,3,0,-0.851852
light,medium,3,3,0,-0.944444
medium,traveling,3,3,0,-0.733333
interacts,traveling,3,3,0,-0.666667
interacts,medium,3,3,0,-0.733333
bound,medium,3,3,0,-0.913043
bound,interacts,3,3,0,-0.714286
charges,interacts,3,3,0,-0.666667
bound,charges,3,3,0,-0.714286
bound,inducing,3,3,0,-0.857143
charges,inducing,3,3,0,-0.333333
charges,polarization,3,3,0,-0.714286
inducing,polarization,3,3,0,-0.428571
effectively,inducing,3,3,0,-0.666667
effectively,polarization,3,3,0,-0.428571
polarization,reduces,3,3,0,-0.714286
effectively,reduces,3,3,0,-0.333333
effectively,propagation,3,3,0,-0.894737
propagation,reduces,3,3,0,-0.789474
reduces,speed,3,3,0,-0.941176
produces,propagation,3,3,0,-0.948718
produces,speed,3,3,0,-0.925926
refractive,speed,3,3,0,-0.902439
produces,refractive,3,3,0,-0.878788
index,produces,3,3,0,-0.939394
greater,refractive,3,3,0,-0.904762
greater,index,3,3,0,-0.809524
index,invariance,3,3,0,-0.918367
greater,invariance,3,3,0,-0.92
claim,greater,3,3,0,-0.998362
claim,invariance,3,3,0,-0.990392
applies,invariance,3,3,0,-0.925926
applies,claim,3,3,0,-0.995102
claim,strictly,3,3,0,-0.996713
applies,strictly,3,3,0,-0.727273
applies,vacuum,3,3,0,-0.862069
strictly,vacuum,3,3,0,-0.92
speed,strictly,3,3,0,-0.947368
phase,vacuum,3,3,0,-0.959184
phase,speed,3,3,0,-0.891892
speed,velocity,3,3,0,-0.909091
material,phase,3,3,0,-0.882353
material,velocity,3,3,0,-0.833333
medium,velocity,3,3,0,-0.92
material,medium,3,3,0,-0.826087
claim,material,3,3,0,-0.998362
claim,medium,3,3,0,-0.996727
medium,supported,3,3,0,-0.866667
claim,supported,3,3,0,-0.995054
claim,formally,3,3,0,-0.996702
formally,supported,3,3,0,-0.333333
necessary,supported,3,3,0,-0.950617
formally,necessary,3,3,0,-0.925926
formally,given,3,3,0,-0.8
given,necessary,3,3,0,-0.952941
logical,necessary,3,3,0,-0.935484
given,logical,3,3,0,-0.886792
given,structure,3,3,0,-0.932203
logical,special,3,3,0,-0.963636
special,structure,3,3,0,-0.901639
relativity,structure,3,3,0,-0.859155
combined,special,3,3,0,-0.833333
combined,relativity,3,3,0,-0.818182
maxwells,relativity,3,3,0,-0.882353
combined,maxwells,3,3,0,-0.777778
combined,electrodynamic,3,3,0,-0.777778
electrodynamic,maxwells,3,3,0,-0.809524
maxwells,theory,3,3,0,-0.969697
invariance,rigorously,3,3,0,-0.952381
rigorously,vacuum,3,3,0,-0.913043
tested,vacuum,3,3,0,-0.956522
rigorously,tested,3,3,0,-0.333333
claims,rigorously,3,3,0,-0.909091
claims,tested,3,3,0,-0.818182
physics,tested,3,3,0,-0.952381
claims,physics,3,3,0,-0.931034
claims,precisely,3,3,0,-0.933333
physics,precisely,3,3,0,-0.92
failure,physics,3,3,0,-0.948052
failure,precisely,3,3,0,-0.918367
detect,precisely,3,3,0,-0.888889
detect,failure,3,3,0,-0.911111
failure,variation,3,3,0,-0.966102
motion,variation,3,3,0,-0.928571
earths,motion,3,3,0,-0.714286
earths,hypothesized,3,3,0,-0.8
hypothesized,motion,3,3,0,-0.6
luminiferous,motion,3,3,0,-0.8
hypothesized,luminiferous,3,3,0,-0.333333
ether,hypothesized,3,3,0,-0.818182
ether,luminiferous,3,3,0,-0.636364
luminiferous,motivated,3,3,0,-0.666667
ether,motivated,3,3,0,-0.636364
ether,michelson-morley,3,3,0,-0.833333
michelson-morley,motivated,3,3,0,-0.428571
experiment,motivated,3,3,0,-0.894737
experiment,michelson-morley,3,3,0,-0.8
1887,experiment,3,3,0,-0.8
experiment,used,3,3,0,-0.894737
1887,used,3,3,0,-0.428571
1887,optical,3,3,0,-0.75
optical,used,3,3,0,-0.428571
interferometry,used,3,3,0,-0.8
interferometry,optical,3,3,0,-0.636364
measure,optical,3,3,0,-0.818182
interferometry,measure,3,3,0,-0.714286
difference,interferometry,3,3,0,-0.8
difference,measure,3,3,0,-0.6
light,measure,3,3,0,-0.935484
difference,light,3,3,0,-0.851852
difference,travel,3,3,0,-0.8
light,travel,3,3,0,-0.806452
light,times,3,3,0,-0.904762
times,travel,3,3,0,-0.869565
perpendicular,travel,3,3,0,-0.8
perpendicular,times,3,3,0,-0.857143
paths,times,3,3,0,-0.904762
paths,perpendicular,3,3,0,-0.333333
leading,perpendicular,3,3,0,-0.956522
leading,paths,3,3,0,-0.913043
null,paths,3,3,0,-0.866667
leading,null,3,3,0,-0.927273
leading,result,3,3,0,-0.970149
directly,null,3,3,0,-0.913043
directly,result,3,3,0,-0.828571
contradicted,result,3,3,0,-0.925926
contradicted,directly,3,3,0,-0.714286
classical,directly,3,3,0,-0.846154
classical,contradicted,3,3,0,-0.777778
contradicted,ether,3,3,0,-0.818182
classical,ether,3,3,0,-0.826087
classical,theory,3,3,0,-0.909091
ether,theory,3,3,0,-0.932203
eliminated,ether,3,3,0,-0.818182
eliminated,theory,3,3,0,-0.925926
concept,theory,3,3,0,-0.972603
concept,eliminated,3,3,0,-0.84
absolute,eliminated,3,3,0,-0.833333
absolute,concept,3,3,0,-0.870968
concept,rest,3,3,0,-0.92
absolute,rest,3,3,0,-0.666667
absolute,frame,3,3,0,-0.888889
frame,rest,3,3,0,-0.8
rest,result,3,3,0,-0.925926
frame,result,3,3,0,-0.882353
frame,provided,3,3,0,-0.882353
provided,result,3,3,0,-0.870968
primary,result,3,3,0,-0.925926
primary,provided,3,3,0,-0.6
observational,provided,3,3,0,-0.894737
observational,primary,3,3,0,-0.733333
motivation,primary,3,3,0,-0.666667
motivation,observational,3,3,0,-0.733333
einsteins,observational,3,3,0,-0.866667
einsteins,motivation,3,3,0,-0.333333
1905,motivation,3,3,0,-0.666667
1905,einsteins,3,3,0,-0.333333
einsteins,postulate,3,3,0,-0.75
1905,postulate,3,3,0,-0.5
1905,constant,3,3,0,-0.923077
constant,postulate,3,3,0,-0.857143
inertial,postulate,3,3,0,-0.909091
constant,inertial,3,3,0,-0.9
constant,frames,3,3,0,-0.952381
frames,inertial,3,3,0,-0.888889
inertial,turn,3,3,0,-0.9
frames,turn,3,3,0,-0.818182
frames,generates,3,3,0,-0.923077
generates,turn,3,3,0,-0.6
lorentz,turn,3,3,0,-0.909091
generates,lorentz,3,3,0,-0.846154
generates,transformation,3,3,0,-0.866667
kinematic,lorentz,3,3,0,-0.923077
kinematic,transformation,3,3,0,-0.733333
relationship,transformation,3,3,0,-0.866667
kinematic,relationship,3,3,0,-0.714286
frames,kinematic,3,3,0,-0.923077
frames,relationship,3,3,0,-0.846154
relationship,resulting,3,3,0,-0.941176
frames,resulting,3,3,0,-0.913043
frames,predictions,3,3,0,-0.933333
predictions,resulting,3,3,0,-0.894737
resulting,time,3,3,0,-0.906977
predictions,time,3,3,0,-0.851852
dilation,predictions,3,3,0,-0.866667
length,time,3,3,0,-0.894737
dilation,length,3,3,0,-0.428571
contraction,dilation,3,3,0,-0.714286
contraction,length,3,3,0,-0.333333
confirmed,length,3,3,0,-0.888889
confirmed,contraction,3,3,0,-0.777778
contraction,precision,3,3,0,-0.888889
confirmed,precision,3,3,0,-0.8
confirmed,particle,3,3,0,-0.882353
particle,precision,3,3,0,-0.882353
physics,precision,3,3,0,-0.925926
clock,physics,3,3,0,-0.875
atomic,experiments,3,3,0,-0.87234
clock,experiments,3,3,0,-0.833333
clock,kennedy-thorndike,3,3,0,-0.846154
experiments,kennedy-thorndike,3,3,0,-0.870968
experiment,experiments,3,3,0,-0.953488
experiment,kennedy-thorndike,3,3,0,-0.8
1932,experiment,3,3,0,-0.8
experiment,extended,3,3,0,-0.894737
1932,extended,3,3,0,-0.428571
1932,test,3,3,0,-0.916667
extended,test,3,3,0,-0.826087
detect,extended,3,3,0,-0.8
detect,test,3,3,0,-0.851852
test,variation,3,3,0,-0.95122
orbital,variation,3,3,0,-0.916667
earths,orbital,3,3,0,-0.6
earths,velocity,3,3,0,-0.9
orbital,velocity,3,3,0,-0.75
changes,orbital,3,3,0,-0.923077
changes,velocity,3,3,0,-0.888889
direction,velocity,3,3,0,-0.916667
changes,direction,3,3,0,-0.882353
changes,months,3,3,0,-0.923077
direction,months,3,3,0,-0.714286
months,preferred,3,3,0,-0.636364
frame,months,3,3,0,-0.866667
cause,preferred,3,3,0,-0.866667
cause,frame,3,3,0,-0.823529
frame,measurable,3,3,0,-0.942857
cause,measurable,3,3,0,-0.92
cause,interference,3,3,0,-0.833333
interference,measurable,3,3,0,-0.916667
measurable,shifts,3,3,0,-0.956522
interference,shifts,3,3,0,-0.5
interference,yielding,3,3,0,-0.75
shifts,yielding,3,3,0,-0.333333
again,shifts,3,3,0,-0.666667
again,yielding,3,3,0,-0.333333
null,yielding,3,3,0,-0.866667
again,null,3,3,0,-0.733333
again,result,3,3,0,-0.925926
null,ruling,3,3,0,-0.866667
result,ruling,3,3,0,-0.851852
out,result,3,3,0,-0.925926
out,ruling,3,3,0,-0.333333
anisotropy,ruling,3,3,0,-0.666667
anisotropy,out,3,3,0,-0.333333
modern,out,3,3,0,-0.714286
anisotropy,modern,3,3,0,-0.428571
anisotropy,gps,3,3,0,-0.75
gps,modern,3,3,0,-0.555556
modern,systems,3,3,0,-0.942857
gps,systems,3,3,0,-0.888889
gps,provide,3,3,0,-0.875
provide,systems,3,3,0,-0.904762
daily,systems,3,3,0,-0.941176
daily,provide,3,3,0,-0.714286
confirmation,provide,3,3,0,-0.857143
confirmation,daily,3,3,0,-0.333333
daily,require,3,3,0,-0.857143
confirmation,require,3,3,0,-0.714286
confirmation,relativistic,3,3,0,-0.894737
relativistic,require,3,3,0,-0.851852
corrections,require,3,3,0,-0.888889
corrections,relativistic,3,3,0,-0.826087
clock,relativistic,3,3,0,-0.92
clock,corrections,3,3,0,-0.75
corrections,rates,3,3,0,-0.888889
clock,rates,3,3,0,-0.8
clock,follow,3,3,0,-0.833333
follow,rates,3,3,0,-0.714286
necessarily,rates,3,3,0,-0.941176
follow,necessarily,3,3,0,-0.846154
constancy,follow,3,3,0,-0.8
constancy,necessarily,3,3,0,-0.866667
frames,necessarily,3,3,0,-0.952381
constancy,frames,3,3,0,-0.846154
constancy,corrections,3,3,0,-0.857143
corrections,frames,3,3,0,-0.846154
frames,positional,3,3,0,-0.909091
corrections,positional,3,3,0,-0.6
corrections,errors,3,3,0,-0.8
errors,positional,3,3,0,-0.333333
accumulate,positional,3,3,0,-0.666667
accumulate,errors,3,3,0,-0.333333
approximately,errors,3,3,0,-0.941176
accumulate,approximately,3,3,0,-0.882353
accumulate,kilometers,3,3,0,-0.666667
approximately,kilometers,3,3,0,-0.882353
approximately,day,3,3,0,-0.941176
day,kilometers,3,3,0,-0.333333
kilometers,leading,3,3,0,-0.956522
day,leading,3,3,0,-0.913043
complete,day,3,3,0,-0.666667
complete,leading,3,3,0,-0.913043
leading,system,3,3,0,-0.955056
complete,system,3,3,0,-0.918367
complete,failure,3,3,0,-0.95122
failure,system,3,3,0,-0.952381
convergence,system,3,3,0,-0.967213
convergence,failure,3,3,0,-0.924528
failure,interferometry,3,3,0,-0.911111
convergence,interferometry,3,3,0,-0.818182
convergence,particle,3,3,0,-0.921569
interferometry,particle,3,3,0,-0.906977
interferometry,physics,3,3,0,-0.913043
clocks,physics,3,3,0,-0.952381
atomic,clocks,3,3,0,-0.826087
atomic,navigation,3,3,0,-0.913043
clocks,navigation,3,3,0,-0.333333
clocks,technology,3,3,0,-0.666667
navigation,technology,3,3,0,-0.333333
navigation,null,3,3,0,-0.866667
null,technology,3,3,0,-0.733333
result,technology,3,3,0,-0.925926
establishes,null,3,3,0,-0.894737
establishes,result,3,3,0,-0.870968
claim,result,3,3,0,-0.998379
claim,establishes,3,3,0,-0.996713
establishes,extremely,3,3,0,-0.909091
claim,extremely,3,3,0,-0.995102
claim,high,3,3,0,-0.998373
extremely,high,3,3,0,-0.882353
empirical,extremely,3,3,0,-0.993865
empirical,high,3,3,0,-0.987879
confidence,high,3,3,0,-0.95
confidence,empirical,3,3,0,-0.993976
claim,presents,3,3,0,-0.99835
presents,several,3,3,0,-0.983673
hidden,presents,3,3,0,-0.928571
hidden,several,3,3,0,-0.98513
assumptions,several,3,3,0,-0.992248
deserve,hidden,3,3,0,-0.931034
assumptions,deserve,3,3,0,-0.777778
assumptions,critical,3,3,0,-0.958333
critical,deserve,3,3,0,-0.888889
deserve,scrutiny,3,3,0,-0.8
critical,scrutiny,3,3,0,-0.9
critical,qualifier,3,3,0,-0.958333
qualifier,scrutiny,3,3,0,-0.727273
inertial,scrutiny,3,3,0,-0.916667
inertial,qualifier,3,3,0,-0.8125
qualifier,reference,3,3,0,-0.916667
idealization,reference,3,3,0,-0.666667
frame,idealization,3,3,0,-0.733333
idealization,perfectly,3,3,0,-0.333333
idealization,inertial,3,3,0,-0.7
inertial,perfectly,3,3,0,-0.7
exists,inertial,3,3,0,-0.857143
exists,frame,3,3,0,-0.842105
frame,universe,3,3,0,-0.949367
exists,universe,3,3,0,-0.936508
exists,permeated,3,3,0,-0.857143
permeated,universe,3,3,0,-0.927273
gravitational,universe,3,3,0,-0.915493
gravitational,permeated,3,3,0,-0.818182
fields,permeated,3,3,0,-0.666667
fields,gravitational,3,3,0,-0.818182
gravitational,means,3,3,0,-0.914286
fields,means,3,3,0,-0.925926
fields,statement,3,3,0,-0.818182
means,statement,3,3,0,-0.864407
means,strictly,3,3,0,-0.896552
statement,strictly,3,3,0,-0.733333
statement,valid,3,3,0,-0.818182
strictly,valid,3,3,0,-0.6
absence,strictly,3,3,0,-0.8
absence,valid,3,3,0,-0.333333
gravity,valid,3,3,0,-0.9
absence,gravity,3,3,0,-0.8
absence,leading,3,3,0,-0.956522
gravity,leading,3,3,0,-0.933333
gravity,question,3,3,0,-0.916667
leading,question,3,3,0,-0.92
leading,precisely,3,3,0,-0.962963
precisely,question,3,3,0,-0.777778
applies,question,3,3,0,-0.909091
applies,precisely,3,3,0,-0.846154
